ALink,SName,SLink,Lyric,language
/ivete-sangalo/,Não Quero Dinheiro Só Quero Amar,/ivete-sangalo/nao-quero-dinheiro-so-quero-amar.html,"Espero para ver se você vem
Não te troco nessa vida por ninguém
Porque eu te amo
Eu te quero bem (ah como eu quero)
Acontece que na vida a gente tem
Que ser feliz por ser amado por alguém
Porque eu te amo
Eu te adoro, meu amor
A semana inteira fiquei esperando
Pra te ver sorrindo
Pra te ver cantando
Quando a gente ama não pensa em dinheiro
Só se quer amar
Se quer amar
Se quer amar
De jeito maneira
Não quero dinheiro
Eu quero amor sincero
Isto é que eu espero
Grito ao mundo inteiro
Não quero dinheiro
Eu só quero amar
Vou pedir pra você voltar
Vou pedir pra você ficar
Eu te amo (como eh que eh)
Eu te quero bem
Vou pedir pra você gostar
Vou pedir pra você ficar
Porque eu te amo
Eu te adoro, meu amor
A semana inteira fiquei esperando
Pra te ver sorrindo
Pra te ver cantando
Quando a gente ama não pensa em dinheiro
Só se quer amar
Se quer amar
Se quer amar
De jeito maneira
Não quero dinheiro
Eu quero amor sincero
Isto é que eu espero
Grito ao mundo inteiro
Não quero dinheiro
Eu só quero amar
A semana inteira fiquei esperando
Pra te ver sorrindo
Pra te ver cantando
Quando a gente ama não pensa em dinheiro.....",pt
/ivete-sangalo/,Não Vale Mais Chorar,/ivete-sangalo/nao-vale-mais-chorar.html,"Não vale mais chorar por ele
ele jamais te amou...
jamais te amou... (bis)

Você sofreu,
você chorou
Ele nem te ligou(bis)

Quantas vezes vi você
na solidão,chorando
sofrendo era só desilusão

Quem ama protege,
faz tudo pelo amor
seu coração está sofrendo
por falta de amor

Ele não te quis
não soube ser feliz
Quando percebeu
Já era tarde demais
É como cristal quebrado
que não cola jamais

Ele tinha o seu amor
Não soube dar valor
Agora ele chora
Por falta do seu calor
Por isso estou aqui pra
conquistar o seu amor

Não vale mais chorar por ele
Ele jamais te amou....",pt
/ivete-sangalo/,Não Vou Ficar,/ivete-sangalo/nao-vou-ficar.html,"Há muito tempo eu vivi calado
Mas agora resolvi falar
Chegou a hora, tem que ser agora
E com você não posso mais ficar
Não vou ficar, não (não, não)
Não posso mais ficar, não, não, não
Não posso mais ficar, não
Toda verdade deve ser falada
E não vale nada se enganar
Não tem mais jeito, tudo está desfeito
E com você não posso mais ficar
Não vou ficar, não (não, não)
Não posso mais ficar, não, não, não(Não, não)
Não posso mais ficar não
Pensando bem
Não vale a pena
Ficar tentando em vão
O nosso amor não tem mais solução
Não, não, não, não, não, não, não

Por isso resolvi agora
Te deixar de fora do meu coração
Com você não dá mais certo e ficar sozinho
É minha solução, é solução sim (ah, ah)
Não tem mais solução, não, não, não

Não tem mais solução, não
Pensando bem
Não vale a pena
Ficar tentando em vão
O nosso amor não tem mais condição
Não, não, não, não, não, não, não

Por isso resolvi agora
Lhe deixar de fora do meu coração
Com você não dá mais certo e ficar sozinho
É minha solução, é solução sim (ah, ah)
Não tem mais solução, não, não, não,
Não tem mais solução, não, não, não
Não tem mais solução não",pt
/ivete-sangalo/,Narizinho,/ivete-sangalo/narizinho.html,"Narizinho, Narizinho
Sonha, sonha com amigos
Uma fada brasileira
De agrados e castigos

Sonhando abri a porta
Do reino das águas claras
Um céu de estrelas marinhas
Um chão de conchas raras

Uma aranha sobe e desce
Vem e tece o seu vestido
Com as cores do pedido
Felicidade brilhante

A boneca, já falante
Lhe foge entre os dedos
Nastácia, o pesadelo
De acorda-la sempre antes

Os heróis de outras histórias
Tão cansados e inocentes
Vão deixar as suas glórias
Pra viver junto da gente",pt
/ivete-sangalo/,Natal das Crianças,/ivete-sangalo/natal-das-criancas.html,"Natal, Natal das crianças
Natal da noite de luz
Natal da estrela-guia
Natal do Menino Jesus

Blim, blão, blim, blão
blim, blão
Bate o sino na matriz
Papai, mamãe rezando
Para o mundo ser feliz

Blim, blão, blim, blão
blim, blão
O Papai Noel chegou
Também trazendo presentes
Para Vovó e Vovô",pt
/ivete-sangalo/,Natural Collie,/ivete-sangalo/natural-collie.html,"Been down in the valley
Smoking natural collie
Getting inspiration
Spreading it through the nation
Spreading it
Cause that's my work
Yes, I'm spreading it
Cause there's nothing else to do
People…look around you
Can't you see we're living in poverty
This pain is too much for me
Oh Jah, oh Jah, oh Jah
Save the people
Free them from captivity
This pain is too much to be
Oh Jah, oh Jah, oh Jah
In the Jah, Jah Kingdom
You've got to be full of wisdom
Knowledge and overstanding
Giving you my command /
Jah commands you
To do his work
And if you don't
You'll raise up stones",en
/ivete-sangalo/,Never Gonna Give You Up (abertura Instrumental),/ivete-sangalo/never-gonna-give-you-up-abertura-instrumental.html,instrumental,
/ivete-sangalo/,No Brilho Desse Olhar,/ivete-sangalo/no-brilho-desse-olhar.html,"Quem mandou você me olhar desse jeito
Agora vai ter que cuidar desse amor
Não tem mais jeito
Isso é perfeito
Isso é perfeito

Toda vez que você vem faço festa
Eu conto as horas pra poder te tocar
Fico pensando
Se eu te mereço
Se eu te mereço

Lá fora a chuva cai
E nós dois aqui
A arder de amor
A arder de amor
O tempo pára quando a gente ama

Quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar

Eu quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar

Toda vez que você vem faço festa
Eu conto as horas pra poder te tocar
Fico pensando
Se eu te mereço
Se eu te mereço

Lá fora a chuva cai
E nós dois aqui
A arder de amor
A arder de amor
O tempo pára quando a gente ama

Quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar

Eu quero ver no brilho desse olhar
O gosto do prazer
Amar é mesmo assim
Não vai mudar
Só você que me faz sonhar
E me faz viver
Pra sempre vou te amar",pt
/ivete-sangalo/,"No Groove (Pega, Pega, Pega)",/ivete-sangalo/no-groove-pega-pega-pega.html,"Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

Tô pra onda
Tô a fim
Tô chegando
Cole em mim
Tá rolando
Guitarrinha
Africana
Suingadinha

Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega
No groove, groove
Vai, vai, vai (vem, meu amor!)

Tô pra onda
Tô a fim
Tô chegando
Cola em mim
Tá rolando
Guitarrinha
Africana
Suingadinha

Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

No groove, groove
Pega, pega, pega (pega, pega, pega)
No groove, groove
Pega, pega, pega (vai que tá gostoso)
No groove, groove
Pega, pega, pega
No groove, groove
Ai ai ai

Ivetinha e Psirico
Márcio Vitor e Ivetinha
Chega aí, no groove, vem
Ivetinha

Mostra aí seu balancê
Tem pitada de dendê
Já mexeu comigo, ai ai ai
A galera tá sabendo
A coisa tá fervendo
O negócio aqui tá bom demais
Todo mundo vai, vai, vai

No groove
(Venha!)

No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega
No groove, groove
Pega, pega, pega, pega, pega, pega (ai ai ai)

No groove, groove
Pega, pega, pega (quero ver)
No groove, groove
Pega, pega, pega (assim tá bom demais)
No groove, groove
Pega, pega, pega
No groove, groove
Ai ai ai",pt
/ivete-sangalo/,No Me Compares,/ivete-sangalo/no-me-compares.html,"Agora que gemem mais pálidas nossas memórias
que a neve no televisor
Agora que chove nas sala e se apagam
as velas do barco que me iluminou
Agora que canta o tempo chorando seus versos
e o mundo enfim despertou

Agora perdido em um silêncio feroz
que quer desatar esses nós
Agora enxergamos direito
e podemos nos ver por de trás do rancor
Agora te digo de onde venho
e dos caminhos que a paixão tomou
Agora o destino é ermo e nos encontramos neste furacão
Agora eu te digo de onde venho e do que é feito o meu coração

Vengo del aire
Que te secaba a ti la piel, mi amor
Yo soy la calle, donde te lo encontraste a él
No me compares, bajé a la tierra en un pincel por ti
Imperdonable, que yo no me parezco a él
Ni a él, ni a nadie

Ahora que saltan los gatos
Buscando las sobras, maúllas la triste canción
Ahora que tú te has quedao sin palabras
Comparas, comparas, con tanta pasión

Ahora podemos mirarnos
Sin miedo al reflejo en el retrovisor
Ahora te enseño de dónde vengo
Y las heridas que me dejó el amor
Ahora no quiero aspavientos
Tan sólo una charla tranquila entre nos
Si quieres te cuento por qué te quiero
Y si quieres cuento por qué no

Você não sabe por onde andei depois de tudo amor
Eu sou a chave, da porta onde encontraste alguém
Não (No) me compares
Não busque nela o olhar que dei a ti
Imperdoável que eu não seja igual a ela
Então não fale, que alguém te toca como eu toquei
Que se acabe e que tu partas sem saber
E para sempre, ninguém te toca como eu toquei
Que se acabe... yo soy tu alma tu eres me aire!",pt
/ivete-sangalo/,No Meio do Povão,/ivete-sangalo/no-meio-do-povao.html,"Eu parei no tempo e estou leve
Espero que esse beat me carregue
E me jogue lá no meio do povão

Eu parei no tempo e estou leve
Espero que esse reggae me carregue
E me jogue lá no meio do salão

Eu sou do batuquê
Sou do levadão
Sou do ilê
Sou do batidão, negão
Sou do batuquê
Sou do levadão
Sou do ilê
Sou do batidão, negão
Sou da paz e do amor
E vim aqui pra lhe mostrar como é que é

Quando eu passar
Vou levar
Quando eu cantar
Vai tremer
Avisa que Ivetinha tá passando
O povo vai descer pra ver (2x)

Ei, mano
Que dança é essa? Me ensina a fazer
Ei, mano
Sou lá da quebrada e gostei de você
Valeu, mano
Oh, vá com Deus
A gente se bate
A gente se vê

Eu disse, eu disse, eu disse...",pt
/ivete-sangalo/,No Meio do Povão / Citação: Depois Que o Ilê Passar (Part. The Stomp),/ivete-sangalo/no-meio-do-povao-citacao-depois-que-o-ile-passar-part-the-stomp.html,"Eu parei no tempo e estou leve
Espero que esse beat me carregue
E me jogue lá no meio do povão

Eu parei no tempo e estou leve
Espero que esse beat me carregue
E me jogue lá no meio do salão

Eu sou do batuque
Sou do levadão
Sou do ilê
Sou do batidão, negão
Sou do batuque
Sou do levadão
Sou do Ilê
Sou do batidão, negão
Sou da paz e do amor
E vim aqui pra lhe mostrar como é que é

E quando eu passar, vou levar
E quando eu cantar, vai tremer
Avisa que Ivetinha tá passando
E o povo vai descer pra ver

E quando eu passar, vou levar

Quero ver você passar
(sou da paz e do amor, vim mostrar como é que é)

E quando eu passar, vou levar",pt
/ivete-sangalo/,No Ritmo do Coração,/ivete-sangalo/no-ritmo-do-coracao.html,"Dance, no rítmo do coração
Sinta a sensação de gostar
De alguém
Me traga um beijo
Com gosto de você
Faça o meu corpo dizer

Dance, me traga sempre em suas mãos
Deixa eu sentir isso também, meu bem
Me da um beijo
Com gosto de você
Faça o meu corpo dizer

Que tal você me convidar
Pra descobrir sensações
E lado a lado a gente vai ser feliz
Eu penso nas loucuras que o mundo pode trazer
Quando eu estiver com você

Eu vou ficar em paz
Viver a vida muito mais
Eu tô sorrindo
E achando lindo

E deve ser mesmo assim
Tendo você perto de mim
Eu tô sorrindo
E achando lindo

É so amor",pt
/ivete-sangalo/,Nosso Sonho / Conquista / Poder,/ivete-sangalo/nosso-sonho-conquista-poder.html,"Gatinho, quero te encontrar
Vou falar, sou Ivete
Menina musa do verão
Você conquistou meu coração
Tô vidrado, e hoje sou um Buchecha apaixonado

Naquele lugar, naquele local era lindo o seu olhar
Eu te avistei, foi fenomenal, houve uma chance de falar
Gostei de você quero te alcançar
Tem uma imã que fez eu me hospedar
Nossas emoções eram ilícitas
Que apesar das vibrações
Proibiu o amor, em nossos corações
Ziguezaguiei no vira, virou
Você quis me dar as mãos, não alcançou
Bem que eu tentei, algo atrapalhou, a distância não deixou
Foi com muita fé nessa ilustração
Que eu não dei bola para a ilusão
Homem e mulher vira em inversão
Bate forte o coração
Tumultuado, o palco quase caiu
Eu desistoso, e você se distraiu
Quando estendi as mãos pra poder te segurar
Já arranhado e toda hora vinha uma
A impressão que o palco era de espuma
Você tentou chegar, não deu pra me tocar
Nosso sonho não vai terminar.Desse jeito que você faz.
Se o destino adjudicar esse amor poderá ser capaz, gatinha.
Nosso sonho não vai terminar.
Desse jeito que você faz. E depois que o baile acabar,
Vamos nos encontrar logo mais.


Sabe chururudu estou louco pra te ver... oh yes
Cabe chururudu entre nós dois um querer... iêiêiê
Sabe chururudu estou louco pra te ver... oh yes
Cabe chururudu entre nós dois um querer...
E mesmo ao passar do tempo hei de ver...
Você junto a mim, nada se compara a esse prazer
Arder, enfim, vou gozar, delirar
Se com você sonhar, conquistar esse amor
Que não se acabará, oh yes, oh yes...
Olha eu te amo, e quero tanto
Beijar teu corpo nu
Não, não é mentira, nem hipocrisia, é amor
Com você tudo fica blue
Sabe chururudu estou louco pra te ver... oh yes
Cabe chururudu entre nós dois um querer... iêiêiê
Sabe chururudu estou louco pra te ver... oh yes
Cabe chururudu entre nós dois um querer...
E mesmo ao passar do tempo hei de ver...
Você junto a mim, nada se compara a esse prazer
Arder, enfim, vou gozar, delirar
Se com você sonhar, conquistar esse amor
Que não se acabará
Olha eu te amo, e quero tanto
Beijar teu corpo nu
Não, não é mentira, nem hipocrisia, é amor
Com você tudo fica blue

Nessa pista cheia de balanço
Meu amor só da você, só da você
Todo mundo dança ao seu comando
Mas eu paro pra te ver, só pra te ver
O perigo é alguem se apaixonar
Todo mundo busca o seu olhar
Você tem uma luz, tem um segredo
Só de desejar eu sinto medo
Uh, yeah yeah yeah
Quem tem o poder é você

por victoor",pt
/ivete-sangalo/,O Brasil Vai Conquistar o Seu Coração,/ivete-sangalo/o-brasil-vai-conquistar-o-seu-coracao.html,"Você tem um encontro num país
Que gosta de fazer você feliz
Onde a alegria é viver
De braços abertos pra você

Você tem um encontro num lugar
Onde a montanha encontra o mar
Onde o céu combina o ano inteiro
Com o calor do povo brasileiro

Deixa a beleza encontrar sua emoção
Deixa o sorriso encontrar o seu olhar
Sinta a alegria do lugar, deixe esse povo te abraçar
O Brasil vai conquistar o seu coração

(Oh Oh Oh Oh) O Brasil vai conquistar
(Oh Oh Oh Oh) O seu coração
(Oh Oh Oh Oh) O Brasil vai conquistar
(Oh Oh Oh Oh) O seu coração

(Oh Oh Oh Oh) O Brasil vai conquistar
(Oh Oh Oh Oh) O seu coração
(Oh Oh Oh Oh) O Brasil vai conquistar
(Oh Oh Oh Oh) O seu coração

Deixa a beleza encontrar sua emoção
Deixa o sorriso encontrar o seu olhar
Sinta a alegria do lugar, deixe esse povo te abraçar
O Brasil vai conquistar o seu coração",pt
/ivete-sangalo/,O Chevette da Menina (Com Genival Lacerda),/ivete-sangalo/o-chevette-da-menina-com-genival-lacerda.html,"Coitadinha da Ivete
Facilitou, estragaram seu Chevette
Mas coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Coitadinha da Ivete
Facilitou, estragaram seu Chevette
Coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Tá com a roda amassada
E a buzina tá quebrada
A carcaça da empenada
Arrancaram a instalação
Tá esquentando a bubina
Tá vazando gasolina
Olhe no Chevette da menina
Essa semana todo mundo pos a mão

É, coitadinha da Ivete
Facilitou, estragaram seu Chevette
Mas coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Coitadinha da Ivete
Facilitou, estragaram seu Chevette
Coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Não tem motor de arranco
Também não pega no tranco
Rasgaram o couro do banco
foi no da frente e o de trás
Quebraram o distribuidor
Entupiram o carburador
Furaram o radiador
Esculhambaram o motor
E agora não presta mais

Que injustiça!

Coitadinha da Ivete
Facilitou, estragaram seu Chevette
É, coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Que injustiça!

Coitadinha da Ivete
Facilitou, estragaram seu Chevette
Coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Entortaram a direção
Tamparam o escapamento
Esbagaçaram o cardan
Desmontaram o corta-vento
Olhe se esconderam na garagem
E abriram o porta-bagagem
para ver o que tinha dentro

Coitadinha da Ivete
Facilitou, estragaram o seu Chevette
Ai, coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Coitadinha da Ivete
Facilitou, estragaram seu Chevette
Coitadinho da Ivete
Em menos de uma semana estragaram seu Chevette

Óia, acabaram com a frente, moço
E o que a traseira também
Num tem mais nada
Até o cano de escape tá torto
Miserável
Isso é coisa que se faça
A moça tão direita
Deus tá vendo deixa, eu entrego a Deus",pt
/ivete-sangalo/,O Doce,/ivete-sangalo/o-doce.html,"Não se vá que a gente é par
Nós somos céu e mar
Não deixe o nosso amor fugir
Vem tomar um guaraná
Bater um papo já na rua pra se distrair
Não invente compromisso
Acho bom parar com isso
Tem alguém que te quer
Não me responsabilizo
Tudo a ver você comigo
Sem você tudo é pequeno
Tudo fica mais ou menos


Ah, vem cá
Não tira o doce da boca da sua criança
Ah, vem cá
Não tira o doce da boca de quem te ama",pt
/ivete-sangalo/,O Farol,/ivete-sangalo/o-farol.html,"Claro que o azul vai adormecer o dia
Vai virar a noite
Aproveite e liberte as suas fantasias

Eu posso ser o seu vampiro
Eu posso ser o seu anjo bom
Então relaxa baby
Mate sua sede, curta o meu som.

Quando você tá perto tempo voa
O clima rola numa boa
Quero ficar contigo até o dia clarear.
(porquê?)

O sol vai brilhar inteiro pra nós
Eu quero o farol dos teus olhos
Iluminando a minha vida.

(hey iê)",pt
/ivete-sangalo/,O Grande Chefe,/ivete-sangalo/o-grande-chefe.html,"O grande chefe falou
Que hoje vai comemorar
No rosto dele pintou
Vontade louca de amar

Eu sou da tribo Cacaca
O seu sorriso é o meu cocar
A avenida é a minha aldeia
E só axé corre na veia

Pra pular, pra pular,
pra pular, pra pular
Carnaval, coração,
sai pra lá solidão

Vem me ver,
vem me ver,
vem me ver

A festa é nossa
e o presente é pra você",pt
/ivete-sangalo/,O Melhor Pra Mim,/ivete-sangalo/o-melhor-pra-mim.html,"Dá licença agora é a minha vez
Quanto mais você me dá valor
Mais eu quero!
Mais eu ganho de você

Minha alma vai te seduzir
Eu decido se te deixo ir
Eu espero...
O que fiz por merecer?

O melhor pra mim
Todo plano perfeito
É pra ser assim
Do meu gosto do meu jeito

Quando eu chego
Todo mundo vê
Fica fácil de se perceber
O meu brilho
Minha energia é natural

É tão fácil a vida dos mortais
Pouco eu tô querendo mais
Eu espero
Porque fiz por merecer",pt
/ivete-sangalo/,O Meu Amor,/ivete-sangalo/o-meu-amor.html,"O meu amor tem um jeito manso que é só seu
E que me deixa louca quando me beija a boca
A minha pele toda fica arrepiada
E me beija com calma e fundo
Até minh'alma se sentir beijada

O meu amor tem um jeito manso que é só seu
Que rouba os meus sentidos, viola os meus ouvidos
Com tantos segredos lindos e indecentes
Depois brinca comigo, ri do meu umbigo
E me crava os dentes

Eu sou sua menina, viu? e ele é o meu rapaz
Meu corpo é testemunha do bem que ele me faz

O meu amor tem um jeito manso que é só seu
Que me deixa maluca, quando me roça a nuca
E quase me machuca com a barba mal feita
E de pousar as coxas entre as minhas coxas
Quando ele se deita

O meu amor tem um jeito manso que é só seu
De me fazer rodeios, de me beijar os seios
Me beijar o ventre e me deixar em brasa
Desfruta do meu corpo como se o meu corpo
Fosse a sua casa

Eu sou sua menina, viu? e ele é o meu rapaz
Meu corpo é testemunha do bem que ele me faz",pt
/ivete-sangalo/,O Nosso Amor Venceu (Part. Marília Mendonça),/ivete-sangalo/o-nosso-amor-venceu-part-marilia-mendonca.html,"Agora longe de você
Vivendo toda essa loucura
Mostrando essa independência
A verdade é você quem eu quero
E pro meu coração não existe outra cura

Tantas coisas ditas sem pensar
Meu orgulho sua vaidade
Coisas que só descobri com o tempo
E sozinha eu rezo baixinho
Na esperança de fazer
O nosso amor vencer

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir nos separar outra vez

Eu não me sinto preparada
Pra ver você ficar com outra pessoa
Ver desmoronar o que nos dois construímos
Uma historia de amor
Que entre quatro paredes não tinha censura

Quantas coisas ditas sem pensar
Meu orgulho sua vaidade
Coisas que só descobri com o tempo
E sozinha eu rezo baixinho
Na esperança de fazer
O nosso amor vencer

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez

Tantas coisas ditas sem pensar
Meu orgulho sua vaidade
Coisas que só descobri com o tempo
E sozinha eu rezo baixinho
Na esperança de fazer
O nosso amor vencer

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez

E o nosso amor venceu
De tanto que pedi a Deus
E ninguém vai conseguir
Nos separar outra vez",pt
/ivete-sangalo/,O Poder do Pretinho,/ivete-sangalo/o-poder-do-pretinho.html,"Tá decidido desse jeito eu não aguento mais
Todo dia pisa na bola tu já tá demais
Difícil é sentir o cheiro desse nego
Quando chego perto minha boca pede beijo.

Eu te avisei não sei porque não quis acreditar
Quem prova desse brigadeiro quer se lambuzar
Eu juro vou tentar ficar no sapatinho
Mas o que posso fazer se é o poder do pretinho
Eu te avisei

Eu não sei se é o sorriso
Eu não sei se é a boca
Eu só sei que eu preciso, já tô ficando louca

Só te faço um pedido amor
Tenha mais paciência
Todo dia eu não posso
Mas de vez em quando eu te dou assistência

Vem cá cê tá pensando o que
É bom você me respeitar que eu sou de família
Se não me dar atenção o coro vai comer

Vem cá cê tá pensando o que
Cê acha que você me engana com essa sua briga
Pra você se acalmar já sei o que fazer
Ai ai ai ai ai ai ai ai

É bom você me respeitar que eu sou de famílias
Se não me dar atenção o coro vai comer
Ai ai ai ai ai ai ai ai

Cê acha que você me engana com essa sua briga
Pra você se acalmar já sei o que fazer .",pt
/ivete-sangalo/,O Sal da Terra,/ivete-sangalo/o-sal-da-terra.html,"Anda, quero te dizer nenhum segredo
Falo desse chão, da nossa casa, vem que tá na hora de arrumar

Tempo, quero viver mais duzentos anos
Quero não ferir meu semelhante, nem por isso quero me ferir.

Vamos precisar de todo mundo prá banir do mundo a opressão
Para construir a vida nova vamos precisar de muito amor
A felicidade mora ao lado e quem não é tolo pode ver

A paz na Terra, amor, o pé na terra
A paz na Terra, amor, o sal da...

Terra, és o mais bonito dos planetas
Tão te maltratando por dinheiro, tu que és a nave nossa irmã

Canta, leva tua vida em harmonia
E nos alimenta com teus frutos, tu que és do homem a maçã

Vamos precisar de todo mundo, um mais um é sempre mais que dois
Prá melhor juntar as nossas forças é só repartir melhor o pão
Recriar o paraíso agora para merecer quem vem depois

Deixa nascer o amor
Deixa fluir o amor
Deixa crescer o amor
Deixa viver o amor
O sal da terra
Terra...",pt
/ivete-sangalo/,Oba Oba,/ivete-sangalo/oba-oba.html,"Oba! oba, oba, oba
ai ai ai ai ai
Oba! oba, oba, oba
ai ai ai ai ai

Ganhou meu coração, quando dançou comigo
E aí me entreguei, você virou meu vício
Ganhou meu coração, quando dançou comigo
E aí me entreguei, você virou meu vício
Não vou negar, que o seu amor me tirou da solidão
Me da prazer, o meu querer é estar nas suas mãos
O seu olhar foi o sol que me tirou da escuridão
Quero viver tudo agora!

oba, oba, oba, oba
ai ai ai ai ai
oba, oba, oba, oba
ai ai ai ai ai

---by naval---",pt
/ivete-sangalo/,"Oba, Eu Vou Já / Lambada de Delícia / O Coco",/ivete-sangalo/oba-eu-vou-ja-lambada-de-delicia-o-coco.html,"[OBA, EU VOU JÁ]

Oba! Eu vou já
Oba! Me jogar
Oba! Eu vou já
Oba! Se joga

Você vem de índio
Eu vou de pandora
Êta festa boa
Começando agora

Menina e menino
Senhor e senhora
Todo mundo indo
Pra festa da hora

Quem vem vai ficar de vez
Ao som do tambor bailar
Agogô, timbal, djembe
Vambora simbora amar
Quem tá nesse movimento
Não consegue mais parar
Loucura é querer parar
Vumbora simbora amar
Swing levando a gente
Aonde quiser levar
Gostoso é dançar lá dentro
Vambora simbora amar

Oba! Eu vou já
Oba! Me jogar
Oba! Eu vou já
Oba! Se joga

Você vem de índio
Eu vou de pandora
Êta festa boa
Começando agora

Menina e menino
Senhor e senhora
Todo mundo indo
Pra festa da hora

Quem vem vai ficar de vez
Ao som do tambor bailar
Agogô, timbal, djembe
Vumbora simbora amar
Quem tá nesse movimento
Não consegue mais parar
Loucura é querer parar
Vumbora simbora amar
Swing levando a gente
Aonde quiser levar
Gostoso é dançar lá dentro
Vumbora simbora amar

Oba! Eu vou já
Oba! Me jogar
Oba! Eu vou já
Oba! Se joga

[LAMBADA DE DELÍCIA]
Já é carnaval cidade, acorda pra ver
Já é carnaval cidade, acorda pra ver
A chuva passou cidade, e o sol vem aê
A chuva passou cidade, e o sol vem aê

Brincar de menino, fazendo menina
É mar de verão, é lua de dia
Ô cidade louca

[O COCO]
De janeiro a janeiro só tomo água de coco
Gasto tanto dinheiro, chega o bolso fica oco
De janeiro a janeiro só tomo água de coco
Gasto tanto dinheiro, chega o bolso fica oco

E a solução é fazer a plantação, meu irmão
A plantação de coco, a plantação
Dei uma cavada no fundo do meu quintal
Pro coco sair legal, vou fazer uma cerca de pau
Cavar bem fundo que é pra ver coco mexer

Eu plantei aqui, meu senhor
Faz o favor de trazer meu coco
Eu plantei aqui, quem pegou
Faz o favor de trazer meu coco

Eu plantei aqui, meu senhor
Faz o favor de trazer meu coco
Eu plantei aqui, quem pegou
Faz o favor de trazer meu coco

Eu plantei aqui, meu senhor
Faz o favor de trazer meu coco
Eu plantei aqui, quem pegou
Faz o favor de trazer meu coco

Eu plantei aqui, meu senhor
Faz o favor de trazer meu coco
Eu plantei aqui, quem pegou
Faz o favor de trazer meu coco",pt
/ivete-sangalo/,"Oba, Se Joga",/ivete-sangalo/oba-se-joga.html,"Oba! eu vou já
Oba! me jogar
Oba! eu vou já
Oba! se joga

Você vem de índio
Eu vou de pandora
Êta festa boa
Começando agora

Menina e menino
Senhor e senhora
Todo mundo indo
Pra festa da hora

Quem vem vai ficar de vez
Ao som do tambor bailar
Agogô, timbal, djembe
Vumbora simbora amar

Quem tá nesse movimento
Não consegue mais parar
Loucura é querer parar
Vumbora simbora amar

Swing levando a gente
Aonde quiser levar
Gostoso é dançar lá dentro
Vumbora simbora amar

Oba! eu vou já
Oba! me jogar
Oba! eu vou já
Oba! se joga",pt
/ivete-sangalo/,Obediente,/ivete-sangalo/obediente.html,"Sempre fui obediente
Sempre fui obediente
Nota boa na escola
O meu pai sempre dizia
""Filha quando tu crescer eu vou te dar uma viola""
Foi então que eu despertei
Foi então que eu despertei
Pelo gosto musical
Lá da terra da alegria
Tudo é sempre fantasia (poesia)
Tudo é sempre carnaval

Ai ai meu bem
Eu sei que vou te matar de amor
Deixa eu ser seu bem, seu querubim, seu beija-flor

Hoje eu to à toa
À toa pro lado de lá
Deixa o corpo ir de bandinha
Hoje eu to à toa
À toa pro lado de lá
Deixa o corpo ir de bandinha
Que eu vou te levar

Pra lá, pra cá, pra lá
Pra lá, pra cá, pra lá

Deixa o corpo ir de bandinha
Que eu vou te levar
Pra lá, pra cá, pra lá
Pra lá, pra cá, pra lá
Deixa o corpo ir de bandinha
Que eu vou te levar",pt
