year,spotify_song_id,chords,artist_id
1960,084PSDb2PUzArLqwsE0kwh,<intro_1> E B7 <verse_1> E A E B A E B7 <verse_2> E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7 <outro_1> E,artist_132
1960,5dqgyu8brAwhtTXDJiO1V0,<intro_1> E <verse_1> A E B A E B7 <verse_2> E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7 <outro_1> E,artist_132
1960,2CelkZmgIaM4ePolQzmcwB,<intro_1> E A E B7 <verse_1> E A E A E B A E B7 <verse_2> E A E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7 <outro_1> E,artist_132
1960,6tRzmitQ3P0wK277WqfVzc,<intro_1> E B7 <verse_1> E A E B A E B7 <verse_2> E A E B A E B7 E A E B A E B7 <verse_3> E A E B A E B7,artist_132
2018,0tP414RMhI5EKej6pJsIvA,<intro_1> Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <verse_1> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <verse_2> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <chorus_1> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <verse_3> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <chorus_2> G Emin C Bb G Emin Amin7 G/B C C/D G Emin C Bb G Emin Amin7 G/B C C/D <bridge_1> Amin D Bmin Emin Amin D Eb Eb/F <solo_1> Bb Gmin Eb Db Bb Gmin Cmin7 Bb/D Eb Eb/F <chorus_3> Bb Gmin Eb Db Bb Gmin Cmin7 Bb/D Eb Eb/F Bb Gmin Eb Db Bb Gmin Cmin7 Bb/D Eb Eb/F Bb Gb Bb Gb Ab Bb Gb Bb Gb Eb Bb,artist_137
1960,5MeWVcpkkAOofncCpmwBaq,<intro_1> A E A D A E <verse_1> A D A E D A E <verse_2> A D A E D A E A D A E D A E <verse_3> A D A E D A E <outro_1> A,artist_132
2017,69BitnFFEW0yrtbNQL4inL,E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7 B7 E7 A7 E7 B7 A7 E7,artist_132
2022,5nvy1CFXRbVvJkwUwuRqnh,A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Bmin Fsmin Bmin Fsmin A Csmin7 Dmaj7 A Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Csmin7 Dmaj7 A Bmin Fsmin Bmin Fsmin A Csmin7 Dmaj7 A Dmaj7 A Dmaj7 A,artist_138
2015,1xNUDESQ5TyPvMziSRIfpH,<verse_1> Db C Dmin Bbmin Dmin Bbmin C <chorus_1> F Dmin Bb Amin Gmin Dmin Bbmin F <verse_2> Db C Dmin Bbmin Dmin Bbmin C <chorus_2> F Dmin Bb Amin Gmin Dmin Bbmin F Db D Bmin G Fsmin Emin D Bmin Emin D Bmin Emin Gmin D,artist_139
1975,7m3eIVd1XNpNHmSsv2joSt,<chorus_1> Fs Gsmin B E B Fs B Gsmin Fs Gsmin B <instrumental_1> Fs Gsmin B E B Gsmin <verse_1> B Gsmin Fs E B Gsmin B E Gsmin B E Gsmin E Fs B Fs B Fs B Fs Gsmin B E B Fs B Gsmin Fs Gsmin B <instrumental_2> E Fs Gsmin Fs B <verse_2> Gsmin Fs E B Gsmin B E Gsmin B Gsmin E Fs B Fs B Fs B E Gsmin E Fs B E Gsmin Fs Gsmin B E B Fs B Gsmin Fs Gsmin B,artist_140
2023,3QQyKKXqsgDd7sDFgXqOHM,<verse_1> C G C <chorus_1> G C <verse_2> D A D <chorus_2> A D <outro_1> A D A D A D,artist_142
2014,5YSFprpub5P5ImP7GgptCz,<intro_1> Fmin Eb Db <verse_1> Eb Ab Bb Db Eb Bbmin Db Eb Ab Cmin Fmin Bb Db Ab Cmin Fmin Ab Cmin Bb Db Ab C Fmin Db Ab Eb Cmin Bb Db Cmin Eb Db Bbmin Cmin Eb Db Bbmin <chorus_1> Cmin Bbmin Db Cmin Ab Db Fmin Cmin Ab Db <bridge_1> Ab Cmin Bbmin Db Ab Cmin Fmin Db Ab Cmin Bb Db Eb Fmin Cmin Bb <instrumental_1> Ab Db Eb Ab Db Eb Db Eb Db Eb,artist_143
1999,5aHhhjCqjqDxzgJxqTnx3I,<intro_1> Cs Csmin Cs E Cs Csmin Cs Csmin B Cs A <chorus_1> Cs E B As Cs E B Cs E B Cs E B Csmin Cs E B Cs Csmin7 Cs7 Csmin7 C Csmin <verse_1> Cs Csmin B Cs Csmin Cs Csmin B Cs Csmin B Cs Csmin Cs Csmin B C Cs Csmin B Cs7 Csmin7 B E Cs Cs7 Cs Csmin B Cs7 Csmin B <solo_1> Fs B Cs Cs7 Csmin B Cs <chorus_2> E Cs Cs7 E Cs E B Cs Csmin Cs A Cs Csmin Cs <outro_1> Csmin B Cs7 Csmin B Csmin Fs7 Cs Cs7 Cs B Cs7 Csmin7 B Fs B Cs Cs7 Cs Csmin B Cs7 B Cs Fs B Cs,artist_144
2023,7EIzti98M2f4Ur1YN8Z3Gz,<intro_1> G <verse_1> D D/C D/B D/A G <verse_2> D D/C D/B D/A G <verse_3> A E E/D E/Cs E/B A,artist_142
2023,3RDAtRpUJDMWMAqWWPhLM5,<intro_1> Ab Ab Ab Bb Cmin Db Dbmin Fmin Cmin A Gb Db <verse_1> Ab Bb Cmin Db Emin Fmin Cmin Ebmin Cmin A Bbmin Gb Db <chorus_1> Gbmin Ab Gbmin Ab Db Gb Fmin Gb Db Fmin Gb Gbmin Db Gb Db <interlude_1> Gb Ab Gb Ab Gb Ab Gb Ab,artist_146
2013,1l7dLAxDcMdy2ttMIkdHYE,<verse_1> G D G C G D G D G C D G <verse_2> C G C F C G C G C F G C <bridge_1> F/A G C Dmin/B E7 Amin G C G D7 G <verse_3> C G C F C G C G C F G C E7 <interlude_1> Amin G/B A/Cs Dmin Amin F E A D G D7 G <verse_4> C G C F C G C G C F G C <bridge_2> F/A G C Dmin/B E7 Amin G C G D7 G <verse_5> C G C F C G C G C F G C F/C C,artist_147
1999,0TSzMfoCsv18GtzzH4bwJG,<intro_1> Fs B Fs Esus2 B Fs B Fs <verse_1> E Fs D Fs E Fs D Fs Cs <chorus_1> E Cs E Fs Cs E Cs E Cs E Csmin E Fs Csmin E Cs Bmin Fs A Fs <verse_2> D E Fs E Fs D Fs <chorus_2> Csmin E Cs E Cs E Cs Csmin E Cs E Cs E Fs Csmin E Cs E B E <bridge_1> Fs E Fs Csmin7 E Fs Asmin Fs E Fs A B G A G A B G A G A B A G A B A <solo_1> Fs A Fs A Fs <chorus_3> A Fs E Fssus2 Fs A Fs Fs7 E Fs <chorus_4> Fssus2 A7 E Fsmin7 Fs <outro_1> Fsmin7 A Fs,artist_144
2021,2f5TtJQxzpaiL8NtfLBvGD,<intro_1> G C D G <verse_1> D G C G C G D G D G C G C G D G <chorus_1> C G C G D C G C G D G <verse_2> D G C G C G D G D G C G C G D G <chorus_2> C G C G D C G C G D G C G C G D C G C G D G,artist_148
2021,4wo1QovIYSpcuzVFHCD66v,<intro_1> Amin <verse_1> Dmin Amin <chorus_1> D Emin Amin D Emin Amin <verse_2> Dmin Amin Dmin Amin <chorus_2> D Emin Amin D Emin Amin Dmin Amin Dmin Amin Dmin Amin Dmin Amin,artist_149
2022,6qr4bldy3y451hApJFEWqa,<intro_1> Dmin C G Dmin C G <verse_1> Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G Dmin C G <verse_2> Dmin G Dmin G Dmin C G Dmin C G <chorus_1> Dmin C G Dmin C G Dmin C G Dmin C G <interlude_1> Dmin C G F Amin G Dmin C G F Amin G F Amin G C G <chorus_2> Dmin C G Dmin C G Dmin C G F Amin G C G Dmin C G Dmin C G Dmin C G F Amin G <outro_1> F Amin G,artist_150
2020,0l0WkzEZEC7bP6AWnX2Bum,<intro_1> Cmin F G Cmin F G Cmin F G Cmin F <verse_1> G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G Cmin F G <verse_2> Ab Eb Ab G Cmin F G Cmin F G Cmin F G C <verse_3> Cmin F G Cmin F G Cmin F G Cmin F G Ab Eb Ab G Cmin F G Cmin F G Cmin F G Eb <interlude_1> Cmin F Cmin F G Cmin F Cmin F Cmin Ab <bridge_1> Eb Ab Cmin <outro_1> F G Cmin F G F G Cmin F Cmin F G Cmin G F G Cmin F G F G Cmin F G F G Cmin G F G Cmin,artist_151
2016,1culotnI4Pd9sF5bGT52eW,<intro_1> Fsmin D A E <verse_1> Fsmin D A E Fsmin D A E D A E A <chorus_1> E Fsmin D A E Fsmin D A E Fsmin D A E D <verse_2> Fsmin D A E Fsmin D A E D A E A <chorus_2> E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin <bridge_1> Bmin D A E Bmin D A Fsmin D A E Fsmin E D A E Fsmin E D <chorus_3> A E Fsmin D A E Fsmin D A E Fsmin D A E Fsmin <outro_1> A E Fsmin E D A E Fsmin D A E Fsmin E D A E Fsmin D A,artist_152
2022,63yGv7ArIn2BiOzYVYTRcX,<intro_1> C Emin <chorus_1> Amin F C Emin Amin F C Emin Amin F <verse_1> C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F C Emin Amin F <chorus_2> C E Amin F C Emin Amin F C E Amin F C Emin Amin F <outro_1> C Emin Amin F C Emin Amin F,artist_153
2022,5PvHr0dtFzsKzmd9wkC4Le,<intro_1> D G A <verse_1> D G A D G A <chorus_1> E G A D E G A D G A <verse_2> D G A D G A <chorus_2> E G A D E G A D G A <bridge_1> Emin D G A D C Emin D G Emin D C <chorus_3> E7 A D E G A D,artist_154
2020,5i4MHSHQchDCgBF9ByyaIB,<intro_1> Emin7 Amin7 Emin7 Amin7 Emin7 <verse_1> Amin7 B7 Emin7 Amin7 Bsus4 <chorus_1> B7 Amin7 Emin Amin7 Bsus4 B7 Emin7 <verse_2> Amin7 Bsus4 B Emin7 Amin7 Bsus4 B <chorus_2> Amin7 Emin Amin7 B7 Emin7 <interlude_1> Amin7 Emin7 Amin7 E <bridge_1> Cmaj7 Bmin7 Cmaj7 Bmin7 <chorus_3> Amin7 Emin Amin7 Bsus4 B7 Emin7 Bmin7 Amin7 <outro_1> Emin7 Bmin7 Amin7 E7sus4,artist_156
2015,50jwxaKrzuBnuoOva2Ej3Y,<verse_1> Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin Fsmin Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin <chorus_1> Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs <verse_2> Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin Fsmin Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin <chorus_2> Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs <verse_3> Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin Fsmin Bmin Fsmin Bmin Fsmin Cs Fsmin A Emin A Emin <chorus_3> Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs Fsmin Cs Fsmin Cs D A D A Bmin Fsmin G D Fsmin Cs Fsmin Cs Fsmin,artist_158
2001,730BuYnjAXIII8606zpYtz,<intro_1> E7 E E7 A Aadd13 A Aadd13 A A7 <verse_1> A Aadd13 E7 E E7 Eadd13 E A Aadd13 A Aadd13 A E7 <verse_2> A Aadd13 A E7 E E7 Eadd13 E A A7 <bridge_1> D Dsus2 Dadd13 Dmin Dminadd13 A Fs7 B7 E <verse_3> A Aadd13 E E7 E Eadd13 E A D A E <instrumental_1> A Aadd13 E E7 E7/B E E7/B Eadd13/B A D A E <verse_4> A Aadd13 E E7 E E7 A Aadd13 A Aadd13 A E7 A Aadd13 E E7 Eadd13 E7 E A A7 <bridge_2> D Dadd13 D Dminadd13 A Fs7 B7 E7 <outro_1> A Aadd13 E7 E E7 A Aadd13 A D Dadd13 A,artist_159
2020,3lX3IINEqVM6YykHaW3xiY,Bmin7 Emin Gmaj7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Cmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 G Bmin7 Emin Cmaj7 G Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Emin Cmaj7 Gmaj7 Bmin7 Cmaj7,artist_160
2014,2y0m8p5SEwKxEnVl3bqdFe,<intro_1> D G D G <verse_1> D G D G D G D G D <chorus_1> G D G <verse_2> D G D G D G D G D <chorus_2> G D G D G D G,artist_161
2023,2R5SzmhzoaCkjDJcSaGrN3,<intro_1> G <verse_1> Bmin C Cmin G A Bmin C Cmin Emin B <chorus_1> G C Emin D C Cmin G <verse_2> Bmin C Cmin Emin B <chorus_2> G C Emin D C Cmin G <bridge_1> Bmin C Cmin <chorus_3> Emin B G C Emin D C Cmin G <outro_1> Bmin C Cmin,artist_162
2023,0DYALM07LyrmvGBNpa8Zfw,<intro_1> Bb <verse_1> Eb Ab Eb Ab Eb Ab Eb Ab <chorus_1> Eb Gmin Ab Eb Gmin Ab Bb <verse_2> Eb Ab Eb Ab Eb Ab Eb Ab <chorus_2> Eb Gmin Ab Eb Gmin Ab Eb Gmin Ab Eb Gmin Ab Bb Eb Gmin Bb Eb Fmin Ab Eb Gmin G Cmin Bb Ab Bb Db Eb Fmin Eb Gmin Fmin Eb Fmin Eb Gmin Fmin Eb Fmin Ab Gmin Fmin Eb Fmin Ab Gmin Fmin Gmin Bb Gmin Bb Gmin Bb Gmin Bb Gmin Bb Gmin Bb Eb Ab Gmin G Cmin Bb Ab Bb Eb Ab Gmin G Cmin Bb Ab Bb Eb Ab Gmin G Cmin Bb Ab Bb <chorus_3> Eb Gmin Ab Eb Ab Bb Eb Gmin Ab Eb Ab Bb,artist_164
2015,6qtbJulxYHxmoAtWz0Qnhs,<intro_1> Fmin Gmin Dmin C Bb F Gmin Dmin Gmin Bb <verse_1> F Gmin Dmin Cmin F Gmin Dmin C <chorus_1> F Dmin7 C F Dmin7 C Gmin <verse_2> F Gmin Dmin Cmin F Gmin Dmin G <chorus_2> F Dmin7 C F Dmin7 C Gmin <instrumental_1> Dmin Gmin Bb C <verse_3> F Dmin C Bb F C Dmin C <chorus_3> F Dmin7 C F Dmin7 C Gmin F C7 Bbmin Gmin,artist_166
2018,6b9HG8TqB9ljgMQUMlbDvK,<chorus_1> G D A Bmin G D A Bb Bmin <verse_1> G D A Bmin G D A Bb Bmin <instrumental_1> G D A Bmin G D A Bb Bmin <verse_2> G D A Bmin G D A Bb Bmin <chorus_2> G D A Bmin G D A Bb Bmin <verse_3> G D A Bmin G D A Bb Bmin A Bb Bmin A Bb D,artist_168
2022,1vnv9SvtQiYBrFe4iloAcv,<intro_1> C Amin C Emin <verse_1> C Amin C Emin C Amin C Emin C Amin C Emin C Amin C Emin <chorus_1> C Amin C Emin C Amin C Emin <interlude_1> C Amin C Emin <verse_2> C Amin C Emin C Amin C Emin <interlude_2> C Amin C Emin <verse_3> C Amin C Emin C Amin C Emin <bridge_1> C D C D C D C D <chorus_2> C Amin C Emin C Amin C Emin <outro_1> C Amin C Emin C Amin C Emin,artist_169
2022,5PIfk3XQ06GCgWK9FQ8nu1,<intro_1> Amin Emin C G <verse_1> Amin Emin C G Amin Emin C G Amin Emin C G Amin Emin C G <verse_2> Amin Emin C G Amin Emin C G Amin Emin C G Amin Emin C G <chorus_1> Amin Emin C G Amin Emin C G <chorus_2> Amin Emin C G Amin Emin C G <interlude_1> Amin Emin C G <verse_3> Amin Emin C G Amin Emin C G <chorus_3> Amin Emin C G Amin Emin C G <chorus_4> Amin Emin C G Amin Emin C G <interlude_2> Amin Emin C G <outro_1> Amin Emin C G Amin Emin C G Amin Emin C G Amin Emin C G,artist_170
2022,6lTo9AAms2d88DDg11eRAo,<intro_1> Amin F C Dmin <chorus_1> Amin F C Dmin Amin F C Dmin Amin F C Dmin <verse_1> Amin F C Dmin Amin F C Dmin Amin F C Dmin Amin F C Dmin <chorus_2> Amin F C Dmin Amin F C Dmin Amin F C Dmin <verse_2> Amin F C Dmin Amin F C Dmin Amin F C Dmin <chorus_3> Amin F C Dmin Amin F C Dmin Amin F C Dmin <outro_1> Amin F C Dmin,artist_171
2015,1C18fJEsSR0hpRxMzRQCrA,<verse_1> C Dmin Amin Cmaj7 C Amin A Amin7 Fmaj7 Emin7 Dmin7 Cmaj7 <chorus_1> C Fmaj7 Emin7 E Fmaj7 Emin7 G E7 Ebmaj7 F <verse_2> Cmaj7 G C Dmin7 Amin Fmin Amin C Dmin Amin F Fmaj7 Emin Dmin7 Dmin C Cmaj7 <chorus_2> C Fmaj7 Emin7 Emin Fmaj7 Emin7 G Ebmaj7 Eb F <bridge_1> Gb Dbmaj7 Abmaj7 Gmin7 G Db Gbmaj7 Gb Db C7 <chorus_3> Fmaj7 Emin7 G Fmaj7 F C Emin7 Emin E Fmaj7 Emin7 C Fmaj7 Emin7 G C Emin7 G Ebmaj7 F,artist_172
2008,2E52vdd65PpRL7teV29eDB,<intro_1> G D G D <verse_1> G D G D A G D G A G A Fs Bmin A D G A D A <chorus_1> Bmin G A D A Bmin G A D A Bmin G A Bmin A D G A D <verse_2> G D G D A G D G A G D Fs Bmin A D G A D A <chorus_2> Bmin G A D A Bmin G A D A Bmin G A Bmin A D G A D <verse_3> Gs Ds Gs Ds As Gs Ds Gs As Gs Ds G Cmin As Ds Gs As Ds As <chorus_3> Bmin Gs As Ds As Cmin Gs As Ds As Cmin Gs As Cmin As Ds Gs As Ds <outro_1> Cmin Gs As Cmin Ds Gs As Ds Gs As Ds,artist_173
2023,1XL08mg8pTQRv3rjUjzGYW,<intro_1> D A G D A G D <verse_1> A G D A G D Bmin A G D A G D A G D A G D <verse_2> A G D A G D Bmin A G D A G D <chorus_1> G D G D A G D A G D A G D A G D <verse_3> A G D A G D Bmin A G D A G D <chorus_2> G D G D A G D A G D <outro_1> A G D A G D,artist_84
2023,7lF1wextYUfNFP5xy7DH4m,<intro_1> Amin C F Amin C F <verse_1> Amin C F Amin C F Amin G/B C Emin F Amin G/B C Emin F <chorus_1> Amin C F Amin C F Amin C F Amin C F Amin <interlude_1> C F <verse_2> A C F Amin C F Amin G/B C Emin F Amin G/B C Emin F <chorus_2> Amin C F Amin C F Amin C F Amin C F Amin C F Amin C F <outro_1> Amin,artist_176
2021,3xu9qRXyUlBzuuu0mFRbxh,<chorus_1> E Gs7 Csmin7 A Amin <verse_1> E Gs7 Csmin7 A Amin <chorus_2> E Gs7 Csmin7 A Amin <bridge_1> E Gs7 Csmin7 A Amin <verse_2> E Gs7 Csmin7 A Amin <chorus_3> E Gs7 Csmin7 A Amin E Gs7 Csmin7 A Amin,artist_177
2021,6CDN90YuWfBs9rC34CDSkM,<intro_1> B E Fs B E Fs B E Fs B E Fs B <verse_1> E Fs B E Fs B E Fs E Fs <chorus_1> B Gsmin E Fs B Gsmin E Fs B Gsmin E Fs B Gsmin E Fs <instrumental_1> B E Fs B E Fs B E Fs B E Fs B <verse_2> E Fs B E Fs B E Fs E Fs <chorus_2> B Gsmin E Fs B Gsmin E Fs B Gsmin E Fs B Gsmin E Fs B,artist_178
2011,2GZbJjsph5LKA0reVwefxH,<verse_1> Amin C F Dmin Amin C F Dmin Amin C F Dmin Amin C F Dmin <chorus_1> Amin Dmin C Amin C Amin Dmin C Dmin C Amin Dmin C Dmin C Amin Dmin C Dmin C <verse_2> Amin C F Dmin Amin C F Dmin Amin C F Dmin Amin C F Dmin <chorus_2> Amin Dmin C Amin C Amin Dmin C Dmin C Amin Dmin C Dmin C Amin Dmin C Dmin C,artist_179
2017,036mhHLlaQwnNbQEu5yW1S,<verse_1> D C D C <chorus_1> F G/D Emin Amin F G/D Emin Dmin <verse_2> D C D C <chorus_2> F G/D Emin Amin F G/D Emin Dmin <verse_3> D C D C <chorus_3> F G/D Emin Amin F G/D Emin Dmin,artist_182
2003,4DFlSRRguDUtXsg5QpoiLI,<intro_1> Bb Ab Bb <verse_1> G F C Eb G F C Eb Bb <chorus_1> A Ab G C F Bb A Ab G C F Bb <verse_2> G F C Eb G F C Eb Bb <chorus_2> A Ab G C F Bb A Ab G C F Bb <bridge_1> G C F Dmin Eb Bb <verse_3> G F C Eb Bb <chorus_3> A Ab G C F Bb A Ab G C F Bb <instrumental_1> G F C Eb Bb <chorus_4> A Ab G C F Bb A Ab G C F Bb A Ab G C F Bb A Ab G C F Bb <outro_1> G,artist_183
2022,01Hi4SayJn6sS9EQWZu7bu,<intro_1> Amin Emin <verse_1> Amin Emin Amin Emin Amin Emin Amin Emin <chorus_1> Amin Emin Amin Emin Amin Emin <verse_2> Amin Emin Amin Emin Amin Emin Amin Emin <chorus_2> Amin Emin Amin Emin Amin Emin <bridge_1> Amin <chorus_3> Emin Amin Emin Amin Emin Amin Emin,artist_184
2017,6h6spwf40QemYArQLID0xm,<intro_1> D Gmin13/G D G D/A Dsus4/A D A <verse_1> G D/Fs <chorus_1> D Gmin13/G D/A Gmin13/G Bmin7 E7 Emin7 A7 D Gmin13/G D Gmin13/G <verse_2> G D/Fs <chorus_2> D Gmin13/G D/A Gmin13/G Bmin7 E7 Emin7 A7 D Gmin13/G <bridge_1> Bmin7 E7 Emin7 A7 <chorus_3> D G/D D/A Gmin13/G Bmin7 E7 Emin7 A7 <outro_1> D Gmin13/G D/A Gmin13/G Bmin7 E7 Emin7 A7 Bmin7 E7 Emin7 A7 D Gmin13/G D Gmin13/G D Gmin13/G D Gmin13/G D,artist_186
2010,0jm3JDXyA61xvjyF1Zuobg,<intro_1> Asmin Gs F7 Asmin Gs Asmin F7 Asmin Gs F7 Fs F7 <verse_1> Dsmin7 Gs7 Cs Dsminadd13 F7 Asmin Dsmin7 Fs F7 Asmin As <verse_2> Dsmin7 Gs7 Cs Dsminadd13 F7 Asmin Dsmin7 Fs F7 Asmin Dsmin Asmin <interlude_1> Cs Dsmin Gs Cs Cs7 Fs F7 Asmin Dsmin Asmin <verse_3> Dsmin7 Gs7 Cs Dsminadd13 F7 Asmin Dsmin7 Fs F7 Asmin Gs F7 Asmin Gs Asmin F7 Asmin Gs F7 Fs F7 <interlude_2> Fs Fmin Dsmin Gs7 F7 <verse_4> Dsmin7 Gs7 Cs Dsminadd13 F7 Asmin Dsmin7 Fs F7 Asmin Gs F7 <outro_1> Asmin Gs Asmin F7 Asmin Gs F7 Fs F7,artist_187
2023,0LtkH6Qmzc3XPpoPE9bNYg,<intro_1> Bno3d Ano3d Fsno3d <verse_1> Bno3d Ano3d Fsno3d Ano3d Fsno3d Bno3d Ano3d Fsno3d <interlude_1> Bno3d Ano3d Fsno3d <verse_2> Bno3d Ano3d Fsno3d Ano3d Fsno3d Bno3d Ano3d Fsno3d Bno3d Fsno3d Dno3d Gno3d Bno3d Ano3d Fsno3d <chorus_1> Dno3d Ano3d Bno3d Fsno3d Dno3d Ano3d Bno3d Dno3d Ano3d Bno3d G Dno3d Ano3d Fsno3d <interlude_2> Bno3d Ano3d Fsno3d <verse_3> Bno3d Ano3d Fsno3d Bno3d Ano3d Fsno3d Bno3d Fsno3d Dno3d Gno3d Bno3d Ano3d Fsno3d <chorus_2> Dno3d Ano3d Bno3d Fsno3d Dno3d Ano3d Bno3d Dno3d Ano3d Bno3d G Dno3d Ano3d Fsno3d Dno3d Ano3d Bno3d Fsno3d Dno3d Ano3d Bno3d Dno3d Ano3d Bno3d Gno3d Dno3d Ano3d Fsno3d <bridge_1> Bno3d <outro_1> Ano3d Fsno3d <outro_1> Bno3d,artist_188
1968,5oHQ9nw3q7Uopy7mN9hfv4,<intro_1> Amin Amin7 D <verse_1> Amin G Amin G Amin D <verse_2> Amin G Amin G Amin A <verse_3> D Amin A D E7 Amin D Amin D Amin D Amin D Amin <verse_4> G Amin G Amin D Amin <verse_5> G Amin G Amin D Amin D Amin D Amin D Amin,artist_86
1995,0Xr6Jez8lbs7HwIu3quY2f,<intro_1> Gmin D Gmin F Bb Eb F Bb Gmin D Gmin F Bb F Gmin <verse_1> D Gmin F Bb Eb F Bb Gmin D Gmin F Eb F Gmin D Gmin F Bb Eb F Bb Gmin D Gmin F Gmin D Gmin F <chorus_1> Dmin C F Dmin Amin C Dmin Amin Bb F Bb C Dmin C F Dmin Amin C Dmin Amin Bb F Bb C Dmin <interlude_1> Gmin A D <verse_2> Gmin D Gmin F Bb Eb F Bb Gmin D Gmin F Eb F Gmin D Gmin F Bb Eb F Bb Gmin D Gmin F Eb F Gmin <chorus_2> Dmin C F Dmin Amin C Dmin Amin Bb F Bb C Dmin <interlude_2> Gmin D Gmin F Bb Eb F Bb Gmin D Gmin F Bb F Gmin <bridge_1> Bb F Gmin F Emin <chorus_3> Dmin C F Dmin Amin C Dmin Amin Bb F Bb C Dmin C F Dmin Amin C Dmin Amin Bb F Bb C D <outro_1> Gmin D Gmin F Bb Eb F Bb Gmin D Gmin F Bb F Gmin A D,artist_83
2023,0fOwJiPxWs5Wp8IggTSYAE,<intro_1> Cmin Bb Eb Ab <verse_1> Cmin Bb Eb Ab Cmin Bb Eb Ab Eb Bb Cmin Ab Eb Bb Cmin <chorus_1> Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin <verse_2> Bb Eb Ab Cmin Bb Eb Ab Eb Bb Cmin Ab Eb Bb Cmin <chorus_2> Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin Ab <bridge_1> Cmin Bb <chorus_3> Eb Bb Cmin Ab Eb Bb Cmin Ab Eb Bb Cmin Ab,artist_189
2022,40GG0uOsNMTSVkc4AeyhZe,<intro_1> E Csmin Fmin A <verse_1> E Csmin Fmin A E Csmin Fmin A <verse_2> E Csmin Fmin A E Csmin Fmin A <chorus_1> E Csmin Fmin A E Csmin Fmin A Gsmin A Fmin A <verse_3> E Csmin Fmin A E Csmin Fmin A <bridge_1> Gmin A Fmin A Gmin A Fmin A <chorus_2> E Csmin Fmin A E Csmin Fmin A,artist_191
2018,0AvbIYF6sUHmLc3AW2JcLm,<intro_1> C F C <verse_1> F Dmin C F Dmin G <chorus_1> F Dmin C F Dmin C F Dmin C <verse_2> F Dmin C F Dmin G <chorus_2> F Dmin C F Dmin C F Dmin C <bridge_1> F Dmin C F Dmin C <verse_3> F Dmin C F Dmin G <chorus_3> F Dmin C F Dmin C F Dmin C F Dmin C F Dmin C,artist_192
